nome_emissora,nome_programa,nome_pesquisa,periodo_inicio_pesquisa,periodo_final_pesquisa,url_pesquisa,fonte_pesquisa,nome_regiao,audiencia,pontos_ibope,audiencia_individual,percentual_do_publico
BAND,PROGRAMA DO JOAO,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-31,PNT / Instar / Kantar,grande Rio de Janeiro,1,1,58.4,2
BAND,JOGO ABERTO MAT,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-32,PNT / Instar / Kantar,grande Rio de Janeiro,0.9,0.9,46.5,3.1
BAND,THE BLACKLIST,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-33,PNT / Instar / Kantar,grande Rio de Janeiro,0.8,0.8,51.2,1
GLOBO,NOVELA III SS – RENASCER,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-34,PNT / Instar / Kantar,grande Rio de Janeiro,28.1,28.1,1450.6,35.7
GLOBO,JORNAL NACIONAL SS,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-35,PNT / Instar / Kantar,grande Rio de Janeiro,25.8,25.8,1343.7,36.4
GLOBO,NOVELA III SB – RENASCER,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-36,PNT / Instar / Kantar,grande Rio de Janeiro,22.7,22.7,1195.9,14.8
GLOBO,PRACA TV 2A EDICAO SS,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-37,PNT / Instar / Kantar,grande Rio de Janeiro,23.6,23.6,1215.3,28.4
GLOBO,JORNAL NACIONAL SB,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-38,PNT / Instar / Kantar,grande Rio de Janeiro,21,21,1094.5,13.9
GLOBO,NOVELA II SS – FAMÍLIA É TUDO,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-39,PNT / Instar / Kantar,grande Rio de Janeiro,22.4,22.4,1156.3,28.8
GLOBO,NOVELA I SS – NO RANCHO FUNDO,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-40,PNT / Instar / Kantar,grande Rio de Janeiro,22.1,22.1,1137.1,26.7
GLOBO,PRACA TV 2A EDICAO SB,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-41,PNT / Instar / Kantar,grande Rio de Janeiro,19.7,19.7,1055.6,11.3
GLOBO,NOVELA II SB – FAMÍLIA É TUDO,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-42,PNT / Instar / Kantar,grande Rio de Janeiro,18.8,18.8,1016.8,12.4
GLOBO,FANTASTICO,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-43,PNT / Instar / Kantar,grande Rio de Janeiro,17.3,17.3,988,18.6
RECORD,JORNAL DA RECORD,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-44,PNT / Instar / Kantar,grande Rio de Janeiro,7,7,355.2,13.7
RECORD,DOMINGO ESPETACULAR,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-45,PNT / Instar / Kantar,grande Rio de Janeiro,5.3,5.3,250.7,6.4
RECORD,RELIGIOSO VES,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-46,PNT / Instar / Kantar,grande Rio de Janeiro,7,7,351.6,12.1
RECORD,NOVELA DA TARDE 1 – A TERRA PROMETIDA,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-47,PNT / Instar / Kantar,grande Rio de Janeiro,6,6,296.8,11
RECORD,JORNAL DA RECORD ED SB,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-48,PNT / Instar / Kantar,grande Rio de Janeiro,4.4,4.4,241.8,4.2
RECORD,NOVELA 3 – REIS,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-49,PNT / Instar / Kantar,grande Rio de Janeiro,5.6,5.6,283.2,12.3
RECORD,CIDADE ALERTA,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-50,PNT / Instar / Kantar,grande Rio de Janeiro,4.4,4.4,216.9,13.4
RECORD,JR 24H VES,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-51,PNT / Instar / Kantar,grande Rio de Janeiro,4.4,4.4,211.8,7
RECORD,PROGRAMAÇÃO LOCAL,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-52,PNT / Instar / Kantar,grande Rio de Janeiro,,,,
RECORD,CIDADE ALERTA ED SB,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-53,PNT / Instar / Kantar,grande Rio de Janeiro,3.5,3.5,192.7,4.9
REDE TV!,SUPERPOP,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-54,PNT / Instar / Kantar,grande Rio de Janeiro,1.5,1.5,70.5,1.5
REDE TV!,A TARDE E SUA,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-55,PNT / Instar / Kantar,grande Rio de Janeiro,1.6,1.6,82.3,4.9
REDE TV!,OPERACAO DE RISCO NOT 2,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-56,PNT / Instar / Kantar,grande Rio de Janeiro,0.6,0.6,35.5,1.5
REDE TV!,OPERACAO DE RISCO NOT 1,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-57,PNT / Instar / Kantar,grande Rio de Janeiro,0.7,0.7,31.3,0.9
REDE TV!,JOAO KLEBER SHOW,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-58,PNT / Instar / Kantar,grande Rio de Janeiro,1,1,80.5,1.7
REDE TV!,TESTE DE FIDELIDADE,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-59,PNT / Instar / Kantar,grande Rio de Janeiro,0.9,0.9,44.7,0.9
REDE TV!,GERAL DO POVO,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-60,PNT / Instar / Kantar,grande Rio de Janeiro,0.5,0.5,26.2,1.3
REDE TV!,SENSACIONAL NOT,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-61,PNT / Instar / Kantar,grande Rio de Janeiro,0.7,0.7,38.9,0.7
REDE TV!,TV FAMA,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-62,PNT / Instar / Kantar,grande Rio de Janeiro,0.5,0.5,28.3,3.1
REDE TV!,MEGA SENHA,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-63,PNT / Instar / Kantar,grande Rio de Janeiro,0.6,0.6,27.8,0.8
SBT,PROGRAMA SILVIO SANTOS,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-64,PNT / Instar / Kantar,grande Rio de Janeiro,5.5,5.5,294.6,7.2
SBT,RODA A RODA JEQUITI NOT,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-65,PNT / Instar / Kantar,grande Rio de Janeiro,3.5,3.5,180.7,2.2
SBT,A PRACA E NOSSA NOT,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-66,PNT / Instar / Kantar,grande Rio de Janeiro,4.8,4.8,293.1,4.4
SBT,ELIANA,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-67,PNT / Instar / Kantar,grande Rio de Janeiro,3.3,3.3,175.8,5
SBT,DOMINGO LEGAL PSS,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-68,PNT / Instar / Kantar,grande Rio de Janeiro,3.6,3.6,188.5,5.9
SBT,NOVELA NOITE 1 – AS AVENTURAS DE POLIANA,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-69,PNT / Instar / Kantar,grande Rio de Janeiro,2.3,2.3,124.9,4.4
SBT,FUTEBOL VES,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-70,PNT / Instar / Kantar,grande Rio de Janeiro,2.9,2.9,148.6,6.6
SBT,NOVELA NOITE 2 – A INFÂNCIA DE ROMEU E JULIETA,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-71,PNT / Instar / Kantar,grande Rio de Janeiro,2.3,2.3,131.8,6.6
SBT,FUTEBOL NOT – FUT COPA SUL AMERICANA VIVO – ALIANZA PE,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-72,PNT / Instar / Kantar,grande Rio de Janeiro,2,2,97.4,4.1
SBT,PROGRAMA DO RATINHO,Audiência de TV PNT TOP 10,06/05/2024,12/05/2024,https://kantaribopemedia.com/conteudo/dados-rankings/audiencia-de-tv-pnt-top-06-a-12-05-73,PNT / Instar / Kantar,grande Rio de Janeiro,2.5,2.5,143.3,8.6
